SimulationStartAt = 2/9/2021 10:16:11 AM
EachLineIsComposedOF:
IndexCounter, PulseCounter, Direction, StopByIndex, StopByBlackBox
246, 2499, ^, 1, 0
248, 0, ^, 0, 1
249, 2497, ^, 1, 0
251, 0, ^, 0, 1
252, 2498, ^, 1, 0
254, 0, ^, 0, 1
255, 2499, ^, 1, 0
257, 0, ^, 0, 1
258, 2498, ^, 1, 0
260, 0, ^, 0, 1
261, 2492, ^, 1, 0
263, 0, ^, 0, 1
264, 2499, ^, 1, 0
266, 0, ^, 0, 1
267, 2499, ^, 1, 0
269, 0, ^, 0, 1
270, 2499, ^, 1, 0
272, 0, ^, 0, 1
273, 2498, ^, 1, 0
275, 0, ^, 0, 1
276, 2498, ^, 1, 0
278, 0, ^, 0, 1
279, 2499, ^, 1, 0
281, 0, ^, 0, 1
282, 2500, ^, 1, 0
284, 0, ^, 0, 1
285, 2499, ^, 1, 0
287, 0, ^, 0, 1
288, 2497, ^, 1, 0
290, 0, ^, 0, 1
291, 2499, ^, 1, 0
293, 0, ^, 0, 1
294, 2499, ^, 1, 0
296, 0, ^, 0, 1
297, 2499, ^, 1, 0
299, 0, ^, 0, 1
300, 2498, ^, 1, 0
302, 0, ^, 0, 1
303, 2500, ^, 1, 0
305, 0, ^, 0, 1
306, 2500, ^, 1, 0
308, 2499, ^, 1, 0
310, 2500, ^, 1, 0
312, 2499, ^, 1, 0
314, 2499, ^, 1, 0
316, 2500, ^, 1, 0
318, 2499, ^, 1, 0
320, 2500, ^, 1, 0
322, 2499, ^, 1, 0
324, 2500, ^, 1, 0
326, 2500, ^, 1, 0
328, 2500, ^, 1, 0
330, 2500, ^, 1, 0
332, 2500, ^, 1, 0
334, 2500, ^, 1, 0
336, 2500, ^, 1, 0
338, 2500, ^, 1, 0
340, 2499, ^, 1, 0
342, 2500, ^, 1, 0
344, 2500, ^, 1, 0
346, 2500, ^, 1, 0
348, 2499, ^, 1, 0
350, 2499, ^, 1, 0
352, 2499, ^, 1, 0
354, 2499, ^, 1, 0
356, 2501, ^, 1, 0
358, 2499, ^, 1, 0
360, 2500, ^, 1, 0
362, 2499, ^, 1, 0
364, 2499, ^, 1, 0
366, 2500, ^, 1, 0
368, 2499, ^, 1, 0
370, 2499, ^, 1, 0
372, 2500, ^, 1, 0
374, 2500, ^, 1, 0
376, 2500, ^, 1, 0
378, 0, v, 0, 1
379, 2497, v, 1, 0
381, 0, v, 0, 1
382, 2500, v, 1, 0
384, 2500, v, 1, 0
386, 2500, v, 1, 0
388, 2500, v, 1, 0
390, 2500, v, 1, 0
392, 2500, v, 1, 0
394, 2500, v, 1, 0
396, 2500, v, 1, 0
398, 2500, v, 1, 0
400, 2499, v, 1, 0
402, 2499, v, 1, 0
404, 2499, v, 1, 0
406, 2500, v, 1, 0
408, 2500, v, 1, 0
410, 2500, v, 1, 0
412, 2500, v, 1, 0
414, 2500, ^, 1, 0
416, 2500, ^, 1, 0
418, 2501, ^, 1, 0
420, 2500, ^, 1, 0
422, 2500, ^, 1, 0
424, 2499, v, 1, 0
426, 2500, v, 1, 0
428, 2500, v, 1, 0
430, 2499, v, 1, 0
432, 2500, v, 1, 0
434, 0, v, 0, 1
435, 2499, v, 1, 0
437, 2500, v, 1, 0
439, 2499, v, 1, 0
441, 2500, v, 1, 0
443, 2498, v, 1, 0
445, 1459, v, 0, 1
446, 1040, v, 1, 0
448, 0, ^, 0, 1
449, 2498, ^, 1, 0
451, 0, ^, 0, 1
452, 2500, ^, 1, 0
454, 0, ^, 0, 1
455, 2499, ^, 1, 0
457, 0, ^, 0, 1
458, 2499, ^, 1, 0
460, 0, ^, 0, 1
461, 2500, ^, 1, 0
463, 0, ^, 0, 1
464, 2498, ^, 1, 0
466, 0, ^, 0, 1
467, 2498, ^, 1, 0
469, 0, ^, 0, 1
470, 2498, ^, 1, 0
472, 0, ^, 0, 1
473, 2499, ^, 1, 0
475, 0, ^, 0, 1
476, 2499, ^, 1, 0
478, 0, ^, 0, 1
479, 2499, ^, 1, 0
481, 0, ^, 0, 1
482, 2499, ^, 1, 0
484, 0, ^, 0, 1
485, 2499, ^, 1, 0
487, 0, ^, 0, 1
488, 2499, ^, 1, 0
490, 0, ^, 0, 1
491, 2501, ^, 1, 0
493, 0, ^, 0, 1
494, 2499, ^, 1, 0
496, 0, ^, 0, 1
497, 2500, ^, 1, 0
499, 0, ^, 0, 1
500, 2499, ^, 1, 0
502, 0, ^, 0, 1
503, 2499, ^, 1, 0
505, 0, ^, 0, 1
506, 2498, ^, 1, 0
508, 0, ^, 0, 1
509, 2498, ^, 1, 0
511, 0, ^, 0, 1
512, 2500, ^, 1, 0
514, 0, ^, 0, 1
515, 2499, ^, 1, 0
517, 0, ^, 0, 1
518, 2499, ^, 1, 0
520, 0, ^, 0, 1
521, 2499, ^, 1, 0
523, 0, ^, 0, 1
524, 2500, ^, 1, 0
526, 0, ^, 0, 1
527, 2499, ^, 1, 0
529, 0, ^, 0, 1
530, 2498, ^, 1, 0
532, 0, ^, 0, 1
533, 2499, ^, 1, 0
535, 0, ^, 0, 1
536, 2499, ^, 1, 0
538, 0, ^, 0, 1
539, 2499, ^, 1, 0
541, 0, ^, 0, 1
542, 2500, ^, 1, 0
544, 0, ^, 0, 1
545, 2499, ^, 1, 0
547, 0, ^, 0, 1
548, 2487, ^, 1, 0
550, 0, ^, 0, 1
551, 2499, ^, 1, 0
553, 0, ^, 0, 1
554, 2498, ^, 1, 0
556, 0, ^, 0, 1
557, 2497, ^, 1, 0
559, 0, ^, 0, 1
560, 2499, ^, 1, 0
562, 0, ^, 0, 1
563, 2497, ^, 1, 0
565, 0, ^, 0, 1
566, 2497, ^, 1, 0
568, 0, ^, 0, 1
569, 2496, ^, 1, 0
571, 0, ^, 0, 1
572, 2498, ^, 1, 0
574, 0, ^, 0, 1
575, 2495, ^, 1, 0
577, 0, ^, 0, 1
578, 2497, ^, 1, 0
580, 0, ^, 0, 1
581, 2497, ^, 1, 0
583, 0, ^, 0, 1
584, 2496, ^, 1, 0
586, 0, ^, 0, 1
587, 2497, ^, 1, 0
SimulationTestEndedAt = 20210209_101711
