SimulationStartAt = 2/9/2021 10:34:29 AM
EachLineIsComposedOF:
IndexCounter, PulseCounter, Direction, StopByIndex, StopByBlackBox
22, 2499, ^, 1, 0
24, 2499, ^, 1, 0
26, 210, ^, 0, 1
0, 2288, ^, 1, 0
2, 0, v, 0, 1
0, 2497, v, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2497, ^, 1, 0
2, 0, ^, 0, 1
0, 2497, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, v, 0, 1
0, 2500, v, 1, 0
2, 0, v, 0, 1
0, 2497, v, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2497, ^, 1, 0
2, 0, ^, 0, 1
0, 2497, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2497, ^, 1, 0
2, 0, ^, 0, 1
0, 2296, ^, 1, 0
2, 0, ^, 0, 1
0, 2497, ^, 1, 0
2, 0, ^, 0, 1
0, 2496, ^, 1, 0
2, 0, ^, 0, 1
0, 812, ^, 1, 0
2, 0, ^, 0, 1
0, 2497, ^, 1, 0
2, 0, ^, 0, 1
0, 2500, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2497, ^, 1, 0
2, 0, ^, 0, 1
0, 2495, ^, 1, 0
2, 0, ^, 0, 1
0, 2496, ^, 1, 0
2, 0, ^, 0, 1
0, 2458, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2500, ^, 1, 0
2, 0, ^, 0, 1
0, 2497, ^, 1, 0
2, 0, ^, 0, 1
0, 2497, ^, 1, 0
2, 0, ^, 0, 1
0, 2496, ^, 1, 0
2, 0, ^, 0, 1
0, 2495, ^, 1, 0
2, 0, ^, 0, 1
0, 2496, ^, 1, 0
2, 0, ^, 0, 1
0, 2497, ^, 1, 0
2, 2500, ^, 1, 0
4, 2498, ^, 1, 0
6, 2499, ^, 1, 0
8, 2499, ^, 1, 0
10, 2497, ^, 1, 0
12, 2499, ^, 1, 0
14, 2498, ^, 1, 0
16, 0, ^, 0, 1
0, 2500, ^, 1, 0
2, 0, ^, 0, 1
0, 2497, ^, 1, 0
2, 2499, ^, 1, 0
4, 2498, ^, 1, 0
6, 2497, ^, 1, 0
8, 2499, ^, 1, 0
10, 2498, ^, 1, 0
12, 2500, ^, 1, 0
14, 0, ^, 0, 1
0, 2497, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2497, ^, 1, 0
2, 0, ^, 0, 1
0, 2496, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2496, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2500, ^, 1, 0
2, 0, ^, 0, 1
0, 2496, ^, 1, 0
2, 0, ^, 0, 1
0, 2497, ^, 1, 0
2, 0, ^, 0, 1
0, 2497, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2497, ^, 1, 0
2, 0, ^, 0, 1
0, 2496, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, v, 0, 1
0, 2499, v, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2500, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2497, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2497, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2497, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2500, ^, 1, 0
2, 0, ^, 0, 1
0, 2500, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2500, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2497, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2500, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2497, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2500, ^, 1, 0
2, 0, ^, 0, 1
0, 2500, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2500, ^, 1, 0
2, 0, ^, 0, 1
0, 2500, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2497, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2495, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2500, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2497, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2500, ^, 1, 0
2, 0, ^, 0, 1
0, 2500, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2500, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2501, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2497, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2500, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2500, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2500, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2500, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2500, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2500, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, v, 0, 1
0, 2501, v, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2500, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2500, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2500, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2500, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2500, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2500, ^, 1, 0
2, 0, ^, 0, 1
0, 4999, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2497, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 2500, ^, 1, 0
4, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2497, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2500, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2499, ^, 1, 0
2, 0, ^, 0, 1
0, 2498, ^, 1, 0
2, 0, ^, 0, 1
0, 2500, ^, 1, 0
2, 0, ^, 0, 1
SimulationTestEndedAt = 20210209_103553
